Index,Extraction,Mouse,Strain,Diet,Sex,Acetatic acid,Propynoate,Propenoic acid C3:1,C3:0 (Propionic acid),Glycine,Glycolate,Pyruvate,C4:0 (Butyric acid),Alanine,Lactate,Oxobutanoic acid,Aminobutanoic acid (ABA),Hydroxybutanoic acid,Serine,D-Glyceric acid,Catechol,N-Acetylimidazole,Uracil,Pyrroline carboxylic acid,Proline,Fumarate,Ketovaline,Aspartate semialdehyde,Valine; Betaine,Succinate,Threonine,Mercaptopyruvic acid,Phenylacetaldehyde,3-Mercaptolactate,Benzoate,Nicotinamide,Nicotinate,Taurine,5-Amino-4-imidazolecarboxyamide,Oxoproline,Itaconate,4-Methyl-2-oxopentanoate,5-Aminolevulinic acid,Creatine,(Iso)Leucine,Ornithine,Aspartate,Malate,Deoxyribose,Hypoxanthine,Phenyl acetate,Anthranilate,Isoniazid,Phenyl acetate,Carbamoyl phosphate,Cycloheptanecarboxylic acid,Octanoic acid,4-Acetamidobutanoate,Oxoglutarate,Glutamine,"Indole-5,6-quinone",Glutamate,Hydroxyglutarate,Methionine,Pentose,4-Coumaryl alcohol,Perillyl aldehyde,Oxidized dithiothreitol,Xanthine,N1-Methyl-2-pyridone-5-carboxamide,3-Sulfinoalanine,Gentisic acid,Histidine,Phosphoglycolic acid,Indoleacetaldehyde,Oxoadipate,Propylhydroxypentanoic acid,"4,6-Dihydroxyquinoline",Aminoadipate,Deoxyhexose,Phenylalanine,Methylxanthine,Urate,Glycerone phosphate,Glycerol 3-phosphate,Decanoic acid (FA10:0),Phenol sulfate,Formimino-Glu,Acetylornithine,Arginine,Acetyl-Asp,Citrulline,Hexuronic acid; Ascorbate,Glucono-lactone,Hexosamine,7-Aminomethyl-7-carbaguanine,Hexose,Theophylline,Tyrosine,Homovanillic acid,4-Pyridoxate,3-Phosphonooxypyruvate,Phosphoserine,6-Thiourate,Acetyl-Glu,Oxalosuccinic acid,(Iso)Citrate,"5,6-Dihydroxyindole-2-carboxylic acid",Phenylacetylglycine,Caffeine,Methyl-Tyr,Hexonic acid,P-homoserine,Dodecanoic acid (FA12:0),Indolepyruvate,L-Acetylcarnitine,Tryptophan,Xanthurenic acid,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",Glucaric acid,Sedoheptulose,3-Carbamoyl-2-phenylpropionic acid,Glycerylphosphorylethanolamine,Pantothenic acid,N-Acetylgalactosamine,L-Glutamic acid 5-phosphate,Deoxyuridine,C14:0,Pentose P,Dyspropterin,6-Lactoyltetrahydropterin,Felbamate,Anserine,Palmitaldehyde,Thymidine,Cytidine,Fucose 1-phosphate,Uridine,Biotin,Cytidine,Linamarin,Pyridoxamine 5'-phosphate,Pyridoxine 5'-phosphate,S-Acetyldihydrolipoamide-E,Gamma-Glutamylcysteine,Deoxyadenosine,Deoxyinosine,5-L-Glutamyl-taurine,Palmitoleic acid,Glycerophosphocholine,Hexose-P,Adenosine,Inosine,Stearidonic acid,Alpha-Linolenic acid,C18:2,Guanosine,Xanthosine,Retinal,Vitamin A,Sedoheptulose 1-phosphate,"trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene",Androsterone,5-Aminoimidazole ribonucleotide,"9,10-Epoxyoctadecenoic acid",Sphingosine,All-trans-retinoic acid,N-Acetylgalactosamine 4-sulphate,Eicosapentaenoic acid,16a-Hydroxydehydroisoandrosterone,Arachidonic acid,"8,11,14-Eicosatrienoic acid",Glutathione,dUMP,13-L-Hydroperoxylinoleic acid,4-Hydroxyretinoic acid,Leukotriene A4,Octanoylglucuronide,"5,6-Epoxy-8,11,14-eicosatrienoic acid",CMP,UMP,N-Glycolylneuraminic acid,"2,3-Epoxyaflatoxin B1",C22:6,Famotidine,AICAR,Disaccharide,Cortexolone,AMP,Inosinic acid,S-(Formylmethyl)glutathione,PGH3,Tetrahydrocorticosterone,Prostaglandin E2,3-Methoxy-4-hydroxyphenylglycol glucuronide,Aldosterone,GMP,6-Thioinosine-5'-monophosphate,Dihydrocortisol,Tetrahydrocortisol,Tetrahydrocortisol,Orotidylic acid,Dehydroepiandrosterone sulfate,Prostaglandin G2,14-hydroxy-E4-neuroprostane,7-Dehydrodesmosterol,S-Adenosylhomocysteine,dUDP,Chenodeoxycholic acid,UDP,Cholate,LPA(0:0/16:0),dADP,(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate,Thiamine pyrophosphate,ADP,"3 beta,7 alpha-Dihydroxy-5-cholestenoate","LPA(0:0/18:2(9Z,12Z))",LPA(0:0/18:1(9Z)),GDP,CDP-ethanolamine,Se-Adenosylselenomethionine,"3a,7a,12a-Trihydroxy-5b-cholestanoic acid",Morphine-3-glucuronide,Adenylsuccinic acid,Estriol-16-Glucuronide,Cholylglycine,Cholesterol sulfate,2-(a-Hydroxyethyl)thiamine diphosphate,LysoPC(15:0),CDP-choline,LysoPC(16:1(9Z)),Dihydroneopterin triphosphate,LysoPC(16:0),Taurochenodesoxycholic acid,Triose,ATP,LysoPC(17:0),Taurocholic acid,NPC,LysoPC(18:0),6-Mercaptopurine ribonucleoside triphosphate,C16 Cer,ADP-ribose,C18:1 Cer,dTDP-hexose,C18 Cer,UDP-hexose,Protoporphyrinogen IX,Uridine diphosphate-N-acetylglucosamine,Oxidized glutathione,Cytidine monophosphate N-acetylneuraminic acid,Oxidized glutathione,C22 Cer,CMP-N-glycoloylneuraminate,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide],"Phosphatidylinositol-3,4,5-trisphosphate",C24:1 Cer,2-(S-Glutathionyl)acetyl glutathione,NAD (ox),NAD (ox),NADH (red),Stachyose,PA(16:0/18:1(11Z)),PE(16:1(9Z)/P-18:1(11Z)),"PA(18:0/18:2(9Z,12Z))",PE(16:0/P-18:1(11Z)),PC(15:0/P-16:0),"PE(14:0/20:3(5Z,8Z,11Z))","PE(14:0/20:2(11Z,14Z))",PC(15:0/16:1(9Z)),PC(15:0/16:0),"PE(18:3(6Z,9Z,12Z)/P-18:1(11Z))","PC(14:0/18:4(6Z,9Z,12Z,15Z))","PC(14:0/18:3(6Z,9Z,12Z))","PC(14:0/18:3(6Z,9Z,12Z))",PE(18:1(11Z)/P-18:1(11Z)),"PC(14:0/18:2(9Z,12Z))",PC(15:0/P-18:1(11Z)),PC(15:0/P-18:0),"PE(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(14:0/22:5(4Z,7Z,10Z,13Z,16Z))","PC(18:4(6Z,9Z,12Z,15Z)/P-16:0)","PC(15:0/18:4(6Z,9Z,12Z,15Z))","PC(15:0/18:3(6Z,9Z,12Z))","PC(15:0/18:2(9Z,12Z))","PC(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z))","PC(14:0/20:4(5Z,8Z,11Z,14Z))",PE(20:1(11Z)/P-18:1(11Z)),"PC(14:0/20:2(11Z,14Z))","PE(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(15:0/20:5(5Z,8Z,11Z,14Z,17Z))","PC(15:0/20:4(5Z,8Z,11Z,14Z))","PC(15:0/20:2(11Z,14Z))","PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))","PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))","PE(22:4(7Z,10Z,13Z,16Z)/P-18:0)","PC(14:0/22:4(7Z,10Z,13Z,16Z))",FAD (ox),"PE(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PC(18:1(9Z)/18:1(9Z)),SM(d18:0/22:1(13Z)),"PE(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))","PC(16:0/22:4(7Z,10Z,13Z,16Z))","PC(16:0/22:4(7Z,10Z,13Z,16Z))"
107,NH24A,637,BXD84,CD,F,15562,20933,16226,14203,14988,1480,11821,1153,17232,48183,33223,53526,11520,14266,2810,7205,7892,26093,4151,54778,83888,4738,6396,78242,187394,17653,93165,10930,5261,15410,34100,6142,5967009,2529,111646,12815,3204,15874,7337,208753,61721,41440,229569,1468,140570,41817,6293,4488,3457,4469,18938,61018,6473,549388,103346,103339,34154,6455,17581,10887,3397,25395,71360,2225,11675,10405,216113,32703,3924,4902,2580,19668,15046,12243,70087,56385,36924,3874,240466,16365,68518,5150,16691,2801,6820,5363,1853926,9661,1798,194100,49229,10378,9633,5314,30964,78457,3506,31094,3235,3075,30837,4178,232426,5166,90325,6131,3609,31414,2612,10313,13693,7981,148477,59186,8197,7793,3535,114159,26721,11299,2476,2735,976,5275,201727,20170,96450,20763,1827,6933,2041,5556,6185,21167,2375,19158,180825,13728,183053,21389,1917193,9479,171779,1494207,52478,22340,13638,14038,52237,6964,4394,9842,30723,5314,4551,28899,56331,8419,370064,41134,1519666,12348,17298,5139,5239,2868,15106,31071,95905,27017,50896,247133,14516,10981,5398851,15863,487885,74993,40861,10447,4238,13826,2986,3933,21876,5275,5921,5702,7996,15235,1534,7575,4355,2984,149906,4833,34752,29043,1219837,15809,5828,7756,3775,149073,3013,5339,12517,10812,16350,4222,5789,12900,6469,3322,11758,137478,4144,185763,6220,3232,4831,8510,320067,60559,26511,82255,7463080,4753,4274,3994,12497,7146,931,12404,3133,58855,4422,112256,549457,58513,4649,7478,4102,5969,23913,6716,31812,31812,17569,272506,8222,3327,15488,3254,1829,12756,186867,48676,18401,43136,19450,9986,10597,4797,11298,3697,2311,4089,28999,13361,528095,182680,517715,13287,44396,18784,2809,17656,22798,1323113,573185,1149516,123382,23150,241422,14979,88605,32930,10341,7596,6861,3708,19639,201521,414404,37089,10928,14007,12188,153363,14601,53511,10257,10790,102061,2073,2978
108,NH24A,637,BXD84,CD,F,15674,19823,18707,15289,13851,1505,10998,1190,20588,47498,32419,50102,11167,15654,3311,9428,7212,26046,4443,59784,86270,5145,7448,79397,188844,17487,89281,11406,6232,17430,33874,5289,6014512,2832,109796,12995,4442,15135,7670,214588,68903,39944,238132,1705,143989,42054,5896,4974,3312,4766,15723,58070,5817,552910,104769,104584,32817,6912,17210,11615,3927,23843,75724,2664,10799,9970,222891,30750,3162,4036,3059,21030,15231,11020,72528,60223,37406,3998,245800,16781,67755,5445,16997,2720,5838,5078,1881429,9397,1597,192343,50120,10309,9392,4749,31750,79998,3063,31749,3083,3566,31426,3630,239548,5087,89538,5758,5134,33546,2653,9628,13783,8955,152753,59957,8647,6978,4017,115647,27275,11686,2562,2289,992,6539,207091,22744,100878,22535,2047,6489,2444,5106,5565,22048,3003,22094,167247,14215,186715,21425,1946680,8350,167165,1408466,56559,24944,13627,15403,49475,6424,3552,9732,31774,5863,4358,29762,51783,8416,352162,39532,1462424,12362,18168,5046,6023,3389,11965,29188,92366,27522,53665,231542,15541,10458,5507627,16677,492802,75200,40615,11263,3868,13927,2737,3845,21488,5316,5710,6045,8006,16003,1515,7990,4109,2616,154333,5499,31979,27960,1252203,14948,6489,8543,4217,152913,3020,4851,12238,11654,16521,4838,6505,14624,7213,2979,12593,133171,4165,172885,6742,2633,5176,7255,315089,64048,27796,75578,7414998,4798,3046,4873,10953,7677,1026,12751,2448,58558,4914,111261,580910,60593,4804,7988,3840,6424,23731,7039,31492,31492,17708,284820,8691,3357,15759,2788,1891,12657,182850,46253,17031,42591,17395,10068,10986,4731,11110,4200,2738,3743,27527,13194,529132,179177,509656,12791,42217,19537,3004,15293,23757,1298071,559184,1135953,120640,23753,236776,14360,88526,33048,10643,7178,6516,3620,18078,203918,408538,37270,12596,14209,12883,152221,14965,53631,10146,10794,98423,2103,3179
109,NH24A,Blank,NA,NA,NA,3244,766,1600,2562,1223,237,883,520,1605,1850,26728,4584,1818,1365,1036,5934,1934,3217,1293,7761,3934,5776,605,13985,14599,1782,27501,15986,3057,18315,5590,6672,284954,2815,18446,2475,5172,1044,992,34740,16699,3653,15634,1118,9347,41706,3409,4287,4380,4387,22520,2656,1062,27059,129052,6549,13350,1371,1324,5739,5600,6630,6118,1398,544,2563,16617,2258,1809,2829,1897,2603,1037,3783,10634,4304,3965,1384,14724,21045,12218,1199,1660,1430,477,676,31093,4340,1003,18805,9763,4001,1240,2690,740,1756,657,7073,644,805,3686,2559,8299,882,24091,978,699,6490,927,2493,1986,858,5550,1693,2192,1128,756,49188,2141,991,517,992,741,1941,11300,2979,5934,2705,789,1205,793,2490,2258,706,617,1697,47110,1234,15613,2369,33615,1870,20739,157643,2768,1706,6728,1152,2490,568,537,648,3942,1019,1907,13810,9889,1687,40655,4907,28090,7464,1587,778,995,2393,5025,2799,8101,1336,6615,26292,528,801,304368,2659,29428,4581,1295,942,1425,4757,992,932,2907,1011,837,1051,1087,1590,489,651,861,1447,6189,1272,2341,3210,19600,2594,1576,375,498,12359,2904,1072,802,836,1985,963,2073,615,477,472,1150,7771,1295,12929,1028,1464,901,1039,12866,3294,3230,5275,184742,463,390,2028,419,686,146,565,475,2025,822,3532,21193,2872,303,468,240,1145,464,465,1587,1246,936,8001,518,197,835,246,219,563,7389,3519,839,1676,1093,567,577,294,352,257,251,252,1043,425,15449,6643,15350,534,1843,808,292,637,1007,39843,17533,33340,4568,1507,19334,811,6464,1018,569,435,350,947,1081,9804,17459,2169,2023,1041,981,7139,787,1774,605,567,5269,1809,2147
110,NH24A,Blank,NA,NA,NA,3358,669,1094,2262,1283,314,703,524,1524,1621,25281,3891,2304,1538,1349,6939,1849,2707,1516,5746,3965,5282,731,11258,12745,1598,22108,16751,3584,18325,4574,6434,212114,2612,19019,2320,5391,751,895,28056,15675,3148,12044,779,6839,41580,3903,3970,5192,5166,23318,2186,740,20278,129194,5544,12338,1317,930,5399,3886,5472,4256,1285,524,2085,20138,2175,1709,2331,2285,2770,743,2603,8066,5062,3253,1424,12553,20899,11203,1283,1337,1133,277,693,21824,3765,1011,17850,8210,4456,1251,2406,920,1585,693,8306,476,819,2798,2658,7609,807,22033,1197,531,6185,766,2755,1416,792,3832,1615,2002,1042,739,45129,2474,689,373,1055,792,2204,9381,2514,5458,3044,926,865,655,2226,1709,493,257,1316,34079,950,14696,1668,23910,1105,11493,81888,2110,1435,6089,890,2682,635,415,462,2975,676,1948,12449,5350,1484,23612,2988,24060,7577,1505,661,978,2799,2972,2692,7763,1375,6040,14763,714,1110,218008,1854,24187,4092,961,968,921,4926,960,723,2958,1044,681,676,774,1359,436,618,584,1695,4414,1362,1861,3255,13399,1695,1200,486,520,9596,3552,648,657,1061,1655,680,2328,446,266,600,989,5317,897,6137,864,1913,846,1064,8260,2271,2211,2154,118063,346,353,2430,361,483,66,712,404,1706,1064,3010,16655,2026,304,470,341,766,596,454,1176,915,609,5656,606,268,636,185,84,642,5045,3153,635,1226,1040,284,254,269,360,213,224,188,1210,335,11122,4968,11810,443,1232,569,290,449,957,31444,13049,24937,3520,1341,14878,534,4994,1135,365,352,323,738,807,7562,12765,1635,1720,841,654,5259,562,916,486,581,4542,1970,2016
111,NH24A,234,BXD60,CD,F,16537,20944,22798,17291,10604,1373,8392,539,13380,58796,28453,32892,15657,8300,2631,4311,9745,22391,1759,26707,86508,3560,3063,53229,250807,10345,133120,7006,18811,15756,23216,5467,8074256,2183,144979,15539,3836,3724,5752,158546,32105,54340,399745,1229,113670,38635,4737,3783,4040,4577,11155,12727,18151,1081145,95184,132815,25088,5632,4665,7000,3629,28353,121936,1895,7873,4737,173905,35517,2659,2667,2384,3963,6459,6958,47778,36338,132078,3897,345457,13934,45840,2768,5710,2136,3266,3153,843449,6283,2019,196098,33475,8558,4602,8487,44450,48972,2278,30800,2667,2787,13259,2951,205447,2988,114205,3993,4523,24698,2580,12279,19752,3854,124113,55196,19544,5002,3741,110241,44598,2875,1946,3698,1335,3026,212462,7934,88657,22555,2643,7632,1583,4889,5080,1904,2232,4168,430539,14653,245812,19241,919580,41419,473963,4090377,35919,43306,11176,23553,56393,24567,2161,11117,132939,5322,5920,34459,93727,8264,345795,36995,808902,10302,39891,6215,10020,3912,164265,15773,163960,25425,33957,244388,10994,6887,6961445,23483,711487,164486,13362,8822,4524,11251,3549,2740,32386,3093,4652,4905,9008,9583,1329,8515,6606,6535,85848,5732,12936,14994,256538,22174,8187,1466,5888,88010,4248,9213,17149,5501,18793,4128,20340,10212,6836,6653,14349,278642,3887,245520,5551,3847,3720,10180,2286637,13770,10975,108860,15251317,7503,4521,3874,29532,5190,2487,7653,7545,34427,3930,62557,366761,44053,5151,4478,1784,6013,55237,2580,26546,27917,35381,15431,14005,8151,31983,8420,3267,37939,637140,110926,47585,139336,19654,20567,23497,11872,23069,7649,4175,6163,74335,16770,1228919,657611,1504775,24137,111965,41879,5761,40331,57719,3998311,1900784,3327069,295921,51806,464042,27506,134822,57293,6904,12521,13407,5472,54273,952241,1240286,71265,21111,25971,24219,332332,23186,84038,16867,16859,189466,2954,3584
112,NH24A,234,BXD60,CD,F,15355,20124,22767,17103,8824,1504,6605,295,11544,61019,31275,33380,15725,8360,3257,4363,11569,22299,1913,25133,80991,4126,3322,58826,248198,9832,134197,7443,18727,14895,23800,6021,7979878,2454,149103,13597,4263,3824,5863,156199,34235,49779,401822,1281,109475,37684,4346,3146,4089,5401,10361,13671,16910,1084399,97844,133269,25019,5729,4268,7381,3793,23470,122808,2009,7756,4323,169622,33503,2542,3124,2201,3950,6047,6489,47215,35272,128124,3519,345363,12072,43033,2599,4821,1734,3002,3149,814875,7065,2172,192703,34371,8807,4339,6559,43180,45849,1859,30830,2777,2948,12738,3429,202355,3043,112431,4159,4412,24061,2304,12079,19686,4244,123272,49577,18277,5289,3994,111851,43935,2732,1798,3953,1170,2171,211641,8549,86285,21210,2839,7400,1555,5248,4743,1862,2367,5337,447660,13145,251909,20869,903271,40621,495333,4358287,36596,41570,12541,25884,57673,24791,1997,11353,140725,5395,5918,34963,96597,8737,377621,39888,799940,9782,37897,6495,10196,4187,173750,13850,160861,25320,37550,252674,10513,6816,6974214,23084,703732,165334,14672,7622,4671,12502,3461,3077,31633,3487,5169,5365,9159,9554,1622,8272,5626,6794,87207,6125,12204,13785,262800,23912,7193,1652,5577,88172,4158,9095,17598,5105,18386,3928,20868,10904,6982,7237,14297,295772,4047,245444,6291,3674,3509,11524,2256067,13830,11372,108586,15256869,8200,4656,3797,29760,5322,2038,8320,8054,32935,4061,62493,365235,42788,5088,4285,1844,6609,59773,2693,26559,26619,32127,14694,14958,9899,35441,9142,3266,37584,647399,109125,48331,142325,21340,22589,25873,12190,22518,7945,3815,5806,77495,16664,1238827,655974,1559836,24960,110401,43514,5542,41679,59079,4055884,1914132,3340967,309969,52402,445651,25479,131971,60282,6480,12281,13741,5941,54413,961437,1250760,70721,21356,26747,23868,330014,22835,84188,17739,17739,188146,2669,3795
113,NH24A,170,BXD60,CD,F,19064,20497,18039,11004,6864,2138,10121,658,12755,72267,33534,18337,10914,5988,3666,7250,5820,15966,3333,21941,63073,4011,9018,64432,164113,8831,195100,10801,8684,16062,28723,5598,6162540,2819,84869,12677,3682,19984,6084,182350,24319,27273,137416,2157,151729,44114,4818,3819,3431,3433,11890,7347,13320,445390,104988,70177,22903,5220,7922,7293,3428,34783,77976,2271,20767,7988,177976,28427,2697,3235,2556,4865,5895,19202,70130,57979,156309,4045,157689,15933,118278,3703,8008,2401,6074,3120,1408829,7173,1856,216530,38431,15162,5880,8536,22742,57128,6845,47799,2509,4923,22779,4012,170764,2907,118398,4181,5036,28507,2395,9284,9776,5472,66016,52978,28304,5793,3063,114587,20854,16754,5524,1900,1008,3390,170975,12565,72954,17488,2575,8554,1850,4367,4358,36879,2459,6898,557636,9803,232022,22069,432477,5671,126169,1281851,30527,12682,9630,15684,50119,5465,2062,8422,28418,4870,3893,27832,48281,5401,204771,31982,390608,8927,19401,4221,4562,3337,110295,21702,145696,21116,48955,168531,14548,7416,7784026,6862,1027213,85358,12523,6231,3842,9726,9184,9184,28727,3960,3458,4668,7080,7210,1464,5359,2994,2688,62530,5352,2718,11380,12632,14553,9409,16504,6931,96881,2837,5606,11646,4534,12365,5097,3331,9177,7830,3146,3906,86084,6026,145686,6132,3158,6265,7067,268271,20425,10823,87407,2259125,2180,3720,4407,12304,6595,901,8555,3299,48116,3171,72505,615616,66882,3660,5255,4156,6729,23010,4271,27394,29019,10934,52156,9748,3392,19407,4435,1726,9549,91605,34403,20673,55895,13192,8814,10315,5313,6631,3677,2992,3333,32028,5379,470646,189730,375223,14778,47034,15693,2940,13937,37763,1468558,868668,1498210,143376,22951,191709,16419,85886,33238,5635,7149,7158,3836,31525,495982,575861,43302,17448,20682,19743,200883,19936,71975,11745,12377,78595,2390,3295
114,NH24A,170,BXD60,CD,F,18812,23961,19139,13056,6446,2904,9423,737,13054,78341,33319,20539,9949,8017,4888,6664,5918,16893,3611,21262,58010,4461,10052,68084,163587,9704,200840,9895,8787,14661,29771,5246,6400359,2527,87622,10409,3955,19230,6259,191198,25045,26214,126221,1912,146408,45985,4748,4432,3623,3759,12104,8208,10792,465422,107847,66906,21281,5579,7194,7639,3525,35573,79387,2894,22690,8493,189333,30368,2781,2593,3042,4358,6896,20913,74182,55805,160440,4297,155882,16557,76168,3590,7923,3019,5338,3232,1312500,6935,2201,222894,39478,13568,6096,9417,22415,55797,6879,42690,3177,4694,22625,4222,169184,3696,121447,5049,5659,29124,2454,8836,9808,6230,66550,53652,28130,5566,2935,112951,21636,17357,4933,2180,1176,3633,172436,10608,72475,18143,2401,7308,1633,4290,3504,39680,2171,6648,552193,9552,234467,23771,431129,5403,121214,1214615,33072,12140,10112,15386,49006,4556,2012,10486,30425,4683,3594,26272,46339,5193,200363,31887,394008,9308,18502,3723,4444,2807,97355,23035,149556,20719,48502,161766,14673,8252,7960200,7385,1033482,83036,12408,5093,3608,8036,9167,9167,28348,4008,2859,3580,6583,6484,1427,5056,3120,2887,67274,5161,2279,11684,7207,15197,9316,17876,7971,100976,2376,5744,11799,3689,11552,4315,3605,9575,8243,2641,3629,86159,5045,143039,7000,2760,4438,5615,242755,20814,11203,84408,1950924,2528,3526,4508,12411,6730,1039,8089,3711,48058,3085,76219,626739,66117,3899,5881,4556,6501,22980,4324,29247,30676,11233,53432,10449,3561,18287,4128,2125,8915,89447,33810,19785,55619,14015,9149,11704,5575,7298,3573,2799,2753,31456,4817,473808,186682,378982,14500,47454,15928,3282,14201,37182,1461390,857805,1508783,146977,22429,186166,17287,86153,35577,6034,7974,7144,3321,31182,494192,581119,45053,17324,19545,18338,195913,19926,70905,12313,12321,74354,2391,3516
115,NH24B,229,BXD102,CD,F,20103,18584,19438,14226,11106,1455,9041,393,14877,67730,33581,29467,14276,9574,2496,5960,9623,25497,2107,47401,55397,4472,2904,92406,203791,16835,207867,12744,9592,17119,22570,6623,7137918,2913,126021,16379,4810,4391,4761,284953,28392,37601,171472,1464,107036,47254,4823,4714,3468,4510,16637,17813,13212,915089,105865,112333,30661,7594,7229,7354,3465,31468,172425,2409,5287,7398,213237,32968,3355,3130,2522,5600,9311,12278,92959,37285,136742,4990,399631,22393,77488,4120,6833,2478,2713,2238,992468,9226,1614,225061,69311,11773,7503,9650,35565,35910,2160,38586,2615,5096,12238,3283,222277,4671,233794,8947,6227,43228,1780,11058,18896,4897,107920,48777,9694,4398,3013,149891,47517,2135,2332,2190,1158,2866,147484,9963,125503,18957,2145,5653,1869,5850,5987,1269,3027,6789,231274,12988,226661,20429,754321,11441,212318,1095836,30344,78074,11964,10409,45183,9688,2202,9633,19226,3001,4766,27453,138852,4656,165975,22773,945609,10579,14199,3568,4120,3631,116713,17204,124297,12219,53791,118443,15409,11218,13547745,4009,728234,94767,19862,7986,3851,10639,7034,3744,25723,5374,3505,4356,9102,10932,1482,7027,3041,2474,110905,4893,10310,9462,154598,9810,7777,1749,7658,58206,2715,4688,7622,4315,17902,6694,5871,26259,13974,2972,8202,83724,92041,96535,11848,2777,3899,5144,584587,21645,6168,53471,8148180,4642,3116,3588,7470,14583,659,7872,1798,42671,4307,67338,618897,65658,3367,4650,4419,9421,10633,6187,27992,28048,13992,32747,4783,2782,14160,2582,1352,17572,136729,29775,12671,28916,9145,9307,11338,3891,7526,2483,1826,4240,40911,6951,304940,200943,452798,10358,28564,12216,2371,16013,32822,877565,480295,823872,124978,18765,212834,12241,53928,25613,5684,7753,6520,2397,27427,223154,351707,34128,12770,12405,11562,87525,16593,48221,9270,9270,59941,1986,2827
116,NH24B,229,BXD102,CD,F,19577,16772,19026,15589,10183,1613,9276,663,14287,67827,33054,30429,14964,11054,2291,5870,10563,25144,1869,45431,56448,5026,2737,92428,200522,18023,208484,13673,10422,17431,23101,6868,7042669,2528,124567,17203,4506,4680,5705,286813,27208,36950,174878,2067,107396,45555,5236,3791,3509,3978,15826,18717,12661,890504,104466,109195,31487,6411,6017,7529,2769,32275,172343,2771,5216,7062,207156,33476,2785,3288,2318,5092,9900,13244,91038,36277,137569,4583,390063,21789,77392,4393,6472,2753,3140,2061,976000,9642,1942,219020,72893,11887,8890,10866,35342,34921,2291,39772,2588,4418,13439,3347,223790,5826,220752,8769,5773,41998,2470,10544,19251,4188,108135,44102,10438,4365,3191,143439,46261,2343,2324,1966,879,3125,152704,10352,126996,19226,3057,4936,1846,5733,4712,1601,3499,6770,207189,12927,228093,21343,766976,11785,193887,1009279,31053,76405,12585,10563,44678,8284,1433,9927,20822,3152,4079,26653,128992,4044,147090,18840,929884,11059,13143,3305,4514,2835,107345,18204,121783,12983,52594,109267,14579,10619,13589751,3353,731667,94888,19643,8957,4478,10387,6638,3197,23921,5634,3106,4565,9194,10421,1666,6869,3017,2619,111400,4838,9965,9028,156904,9238,7841,1901,8466,58711,3445,4463,7370,4976,17611,6669,5943,24511,13167,2830,7933,78036,88654,92585,11164,3007,3480,4335,555435,19264,5462,52594,8083808,4185,2420,3763,8438,16418,654,8419,1539,43257,3781,67344,617287,63159,3087,5277,3522,8995,10607,5846,25733,26105,13894,33036,6379,3099,15008,2204,1704,18085,132035,29414,12190,28614,8811,7938,9502,3596,8042,2943,1889,4218,41469,7147,296934,197160,433817,9264,26530,12772,2129,15469,30201,845263,469623,785766,123345,18905,202432,11853,50494,24348,5463,7950,7117,2381,27282,216434,337777,31562,12446,13433,12773,85864,15492,48410,8921,9835,55972,1952,2852
