Index,Extraction,Mouse,Strain,Diet,Sex,Acetatic acid,Propynoate,Propenoic acid C3:1,C3:0 (Propionic acid),Glycine,Glycolate,Pyruvate,C4:0 (Butyric acid),Alanine,Lactate,Oxobutanoic acid,Aminobutanoic acid (ABA),Hydroxybutanoic acid,Serine,D-Glyceric acid,Catechol,N-Acetylimidazole,Uracil,Pyrroline carboxylic acid,Proline,Fumarate,Ketovaline,Aspartate semialdehyde,Valine; Betaine,Succinate,Threonine,Mercaptopyruvic acid,Phenylacetaldehyde,3-Mercaptolactate,Benzoate,Nicotinamide,Nicotinate,Taurine,5-Amino-4-imidazolecarboxyamide,Oxoproline,Itaconate,4-Methyl-2-oxopentanoate,5-Aminolevulinic acid,Creatine,(Iso)Leucine,Ornithine,Aspartate,Malate,Deoxyribose,Hypoxanthine,Phenyl acetate,Anthranilate,Isoniazid,Phenyl acetate,Carbamoyl phosphate,Cycloheptanecarboxylic acid,Octanoic acid,4-Acetamidobutanoate,Oxoglutarate,Glutamine,"Indole-5,6-quinone",Glutamate,Hydroxyglutarate,Methionine,Pentose,4-Coumaryl alcohol,Perillyl aldehyde,Oxidized dithiothreitol,Xanthine,N1-Methyl-2-pyridone-5-carboxamide,3-Sulfinoalanine,Gentisic acid,Histidine,Phosphoglycolic acid,Indoleacetaldehyde,Oxoadipate,Propylhydroxypentanoic acid,"4,6-Dihydroxyquinoline",Aminoadipate,Deoxyhexose,Phenylalanine,Methylxanthine,Urate,Glycerone phosphate,Glycerol 3-phosphate,Decanoic acid (FA10:0),Phenol sulfate,Formimino-Glu,Acetylornithine,Arginine,Acetyl-Asp,Citrulline,Hexuronic acid; Ascorbate,Glucono-lactone,Hexosamine,7-Aminomethyl-7-carbaguanine,Hexose,Theophylline,Tyrosine,Homovanillic acid,4-Pyridoxate,3-Phosphonooxypyruvate,Phosphoserine,6-Thiourate,Acetyl-Glu,Oxalosuccinic acid,(Iso)Citrate,"5,6-Dihydroxyindole-2-carboxylic acid",Phenylacetylglycine,Caffeine,Methyl-Tyr,Hexonic acid,P-homoserine,Dodecanoic acid (FA12:0),Indolepyruvate,L-Acetylcarnitine,Tryptophan,Xanthurenic acid,"4-(2-Aminophenyl)-2,4-dioxobutanoic acid",Glucaric acid,Sedoheptulose,3-Carbamoyl-2-phenylpropionic acid,Glycerylphosphorylethanolamine,Pantothenic acid,N-Acetylgalactosamine,L-Glutamic acid 5-phosphate,Deoxyuridine,C14:0,Pentose P,Dyspropterin,6-Lactoyltetrahydropterin,Felbamate,Anserine,Palmitaldehyde,Thymidine,Cytidine,Fucose 1-phosphate,Uridine,Biotin,Cytidine,Linamarin,Pyridoxamine 5'-phosphate,Pyridoxine 5'-phosphate,S-Acetyldihydrolipoamide-E,Gamma-Glutamylcysteine,Deoxyadenosine,Deoxyinosine,5-L-Glutamyl-taurine,Palmitoleic acid,Glycerophosphocholine,Hexose-P,Adenosine,Inosine,Stearidonic acid,Alpha-Linolenic acid,C18:2,Guanosine,Xanthosine,Retinal,Vitamin A,Sedoheptulose 1-phosphate,"trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene",Androsterone,5-Aminoimidazole ribonucleotide,"9,10-Epoxyoctadecenoic acid",Sphingosine,All-trans-retinoic acid,N-Acetylgalactosamine 4-sulphate,Eicosapentaenoic acid,16a-Hydroxydehydroisoandrosterone,Arachidonic acid,"8,11,14-Eicosatrienoic acid",Glutathione,dUMP,13-L-Hydroperoxylinoleic acid,4-Hydroxyretinoic acid,Leukotriene A4,Octanoylglucuronide,"5,6-Epoxy-8,11,14-eicosatrienoic acid",CMP,UMP,N-Glycolylneuraminic acid,"2,3-Epoxyaflatoxin B1",C22:6,Famotidine,AICAR,Disaccharide,Cortexolone,AMP,Inosinic acid,S-(Formylmethyl)glutathione,PGH3,Tetrahydrocorticosterone,Prostaglandin E2,3-Methoxy-4-hydroxyphenylglycol glucuronide,Aldosterone,GMP,6-Thioinosine-5'-monophosphate,Dihydrocortisol,Tetrahydrocortisol,Tetrahydrocortisol,Orotidylic acid,Dehydroepiandrosterone sulfate,Prostaglandin G2,14-hydroxy-E4-neuroprostane,7-Dehydrodesmosterol,S-Adenosylhomocysteine,dUDP,Chenodeoxycholic acid,UDP,Cholate,LPA(0:0/16:0),dADP,(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate,Thiamine pyrophosphate,ADP,"3 beta,7 alpha-Dihydroxy-5-cholestenoate","LPA(0:0/18:2(9Z,12Z))",LPA(0:0/18:1(9Z)),GDP,CDP-ethanolamine,Se-Adenosylselenomethionine,"3a,7a,12a-Trihydroxy-5b-cholestanoic acid",Morphine-3-glucuronide,Adenylsuccinic acid,Estriol-16-Glucuronide,Cholylglycine,Cholesterol sulfate,2-(a-Hydroxyethyl)thiamine diphosphate,LysoPC(15:0),CDP-choline,LysoPC(16:1(9Z)),Dihydroneopterin triphosphate,LysoPC(16:0),Taurochenodesoxycholic acid,Triose,ATP,LysoPC(17:0),Taurocholic acid,NPC,LysoPC(18:0),6-Mercaptopurine ribonucleoside triphosphate,C16 Cer,ADP-ribose,C18:1 Cer,dTDP-hexose,C18 Cer,UDP-hexose,Protoporphyrinogen IX,Uridine diphosphate-N-acetylglucosamine,Oxidized glutathione,Cytidine monophosphate N-acetylneuraminic acid,Oxidized glutathione,C22 Cer,CMP-N-glycoloylneuraminate,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide],"Phosphatidylinositol-3,4,5-trisphosphate",C24:1 Cer,2-(S-Glutathionyl)acetyl glutathione,NAD (ox),NAD (ox),NADH (red),Stachyose,PA(16:0/18:1(11Z)),PE(16:1(9Z)/P-18:1(11Z)),"PA(18:0/18:2(9Z,12Z))",PE(16:0/P-18:1(11Z)),PC(15:0/P-16:0),"PE(14:0/20:3(5Z,8Z,11Z))","PE(14:0/20:2(11Z,14Z))",PC(15:0/16:1(9Z)),PC(15:0/16:0),"PE(18:3(6Z,9Z,12Z)/P-18:1(11Z))","PC(14:0/18:4(6Z,9Z,12Z,15Z))","PC(14:0/18:3(6Z,9Z,12Z))","PC(14:0/18:3(6Z,9Z,12Z))",PE(18:1(11Z)/P-18:1(11Z)),"PC(14:0/18:2(9Z,12Z))",PC(15:0/P-18:1(11Z)),PC(15:0/P-18:0),"PE(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(14:0/22:5(4Z,7Z,10Z,13Z,16Z))","PC(18:4(6Z,9Z,12Z,15Z)/P-16:0)","PC(15:0/18:4(6Z,9Z,12Z,15Z))","PC(15:0/18:3(6Z,9Z,12Z))","PC(15:0/18:2(9Z,12Z))","PC(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","PE(O-18:1(1Z)/20:4(5Z,8Z,11Z,14Z))","PC(14:0/20:4(5Z,8Z,11Z,14Z))",PE(20:1(11Z)/P-18:1(11Z)),"PC(14:0/20:2(11Z,14Z))","PE(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(15:0/20:5(5Z,8Z,11Z,14Z,17Z))","PC(15:0/20:4(5Z,8Z,11Z,14Z))","PC(15:0/20:2(11Z,14Z))","PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))","PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))","PE(22:4(7Z,10Z,13Z,16Z)/P-18:0)","PC(14:0/22:4(7Z,10Z,13Z,16Z))",FAD (ox),"PE(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PC(18:1(9Z)/18:1(9Z)),SM(d18:0/22:1(13Z)),"PE(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PE(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))","PC(16:0/22:4(7Z,10Z,13Z,16Z))","PC(16:0/22:4(7Z,10Z,13Z,16Z))"
025,NH24B,1898,BXD68,CD,F,13373,21791,11881,7449,8145,1714,7126,17548,6753,31076,24796,42143,23561,6487,2261,4457,6452,18537,2338,22556,44211,4228,3903,56341,88017,11049,111925,6714,6327,15514,22601,5894,8075015,2151,107041,8457,3975,5288,5190,209282,23140,25391,104203,1374,109004,35862,5005,3824,3164,4466,14274,8106,4421,674053,101358,131523,30970,5338,5386,6066,2938,19287,133554,2613,16373,76420,166511,17545,2265,3730,2637,3466,9540,27041,73445,36323,144438,120802,189192,23807,54517,3199,5593,3845,12236,2924,1038637,6867,1801,162688,44705,9035,5729,5280,41851,22520,4068,28556,3890,6893,14908,3043,220692,3768,244467,4231,3107,31564,2780,11426,12485,2543,58371,36520,13153,4002,5216,320868,25182,5494,3677,1816,868,8117,120981,8458,61587,13908,1842,4389,1769,14123,3884,5068,3008,5858,415186,8087,184134,18719,458520,10436,207300,1257602,22193,23118,13406,8774,47150,8189,2731,8478,31725,2617,5715,28953,67414,5099,177247,16078,920871,9638,18242,3469,6109,3540,75313,16975,146073,10003,16414,138842,5749,4755,13864677,6226,1118794,109641,35520,6958,5070,7744,5249,5249,24949,4015,4231,4950,10583,9577,2099,3568,2568,3468,70716,5367,5825,9949,30477,8866,9678,4695,11887,68289,2896,3866,6539,5272,22015,7762,10615,19997,13154,3014,4104,72486,8257,76285,7820,2180,3383,3787,609270,17237,9418,41876,9424795,5038,2369,4043,6560,5557,890,8473,2631,55646,2276,58118,203512,25821,2257,4394,4334,8742,7528,4746,15899,15899,13527,14971,4761,2957,9579,1900,1170,6441,70443,15857,8213,21247,5797,5334,6346,2833,3915,2460,1379,2249,18165,31310,206500,63849,267070,6003,20770,7923,2411,10656,14646,699367,228946,544921,65085,13420,162960,7321,40969,17686,5920,5637,4652,2132,17604,125866,282873,26678,8984,9532,9493,53344,9279,29761,6975,7898,37744,2406,3108
026,NH24B,1898,BXD68,CD,F,13340,25278,12003,6816,8117,1375,7472,17633,6359,30629,26063,43376,24045,8793,2433,5199,8032,18222,2906,19888,42390,4497,3458,62248,89925,11120,111731,6395,6547,16748,21768,4795,8267791,2047,112344,8451,5899,4635,5804,211312,26802,24937,102305,1866,109091,36771,4308,3868,3038,3991,15827,7242,4858,689964,96747,136236,28885,5380,3854,6691,3058,19779,138417,2702,15677,81320,169380,18579,2374,3838,2972,3228,12497,25683,78644,35873,151023,130453,191006,24783,43428,3275,6299,3748,12059,2685,1037495,6921,1717,168105,46149,9558,5295,5344,45242,23784,3605,30975,3036,6155,14343,3244,231966,5634,247753,4374,3123,30850,2447,12145,12787,2571,60897,37998,13057,4109,4950,298213,25249,5836,3514,2170,911,8723,114507,8406,65723,14423,2222,4109,1828,14295,4757,5690,2912,7286,359186,8335,189829,16673,470290,9251,182182,1116191,23495,24296,12029,8905,48897,8274,2533,8192,31233,2520,5052,27930,59557,5181,151034,15027,968559,10039,17985,3781,6178,3205,65709,16132,145021,9506,17369,120331,6177,5864,14165963,6099,1155930,116037,35095,7960,5381,7607,6345,6345,25771,4298,4686,4572,10571,9298,1816,3486,2668,3460,72310,5353,5856,10636,28422,8769,9430,5324,10899,71781,3141,3522,6263,5272,22158,6757,9986,21401,14819,3396,3733,73592,8017,69375,8417,2041,3719,3763,597447,17644,7931,40389,9393489,5029,2001,4251,7061,5696,989,7764,2098,55915,2202,57270,203322,25648,1930,4804,4711,8719,7006,4676,16964,16964,14631,16761,4603,2959,10972,1896,1465,5564,68833,14507,9352,22466,6618,5972,7064,2531,4116,2752,1757,2419,19697,31566,212598,66711,264429,6695,20714,6951,1874,10793,14966,703202,234946,547298,64240,14030,162509,7834,42256,17309,6268,6204,3972,2300,17024,125789,284614,27737,8796,10317,10277,55893,9160,29713,7891,8414,37906,2063,3257
027,NH24B,265,BXD73b,CD,F,15715,8909,13540,10004,11294,1259,7637,477,10798,37986,29607,27493,11264,7608,1938,5037,5708,15758,2175,26693,39878,4852,3014,64031,122767,9920,152986,9257,9942,16787,23679,5041,6955936,2434,86374,14919,4324,4491,5705,191881,23263,28104,125494,1772,82190,31831,4971,3319,3713,5762,15350,14402,9023,515733,100542,92695,21788,4913,5951,7634,3045,23147,133925,2326,5955,6219,129677,20124,2436,3527,2044,3561,5226,12682,64276,33419,90171,5593,280993,18807,87746,3354,4559,2815,3877,1804,826503,8395,1756,197527,48625,9588,4032,7164,31931,27769,2017,35258,2994,9155,13737,3103,148852,2973,193981,3940,3012,29380,2266,14193,11903,5058,100137,38049,11169,3552,3851,104104,34562,2479,1862,2082,767,3462,143951,7739,67802,15576,2292,5909,1800,4005,5476,1809,2731,3859,247778,9237,212592,11634,530630,21364,195443,1079065,18289,54376,9049,6013,55740,6848,1075,5313,53485,1957,4808,21802,78143,4030,122781,19165,1567482,10593,25019,4758,8747,3431,89416,13295,94054,20761,18672,82142,5364,5108,13528085,4995,587504,108674,43504,9143,4455,9930,15867,1727,18765,4132,3050,4757,8831,13671,1030,5084,4792,5893,70599,4025,4410,9148,73682,8850,5977,1478,13386,53027,3491,4027,5851,6074,19970,6834,9350,20024,13691,4494,7192,53707,6784,51714,7553,2245,2973,3445,1145734,14907,5767,25138,13386951,5957,1744,3407,4769,9292,743,7975,1146,30782,3034,68016,193152,23328,1894,3771,2616,8921,6083,3137,17720,17720,10006,9195,4981,1549,8461,1598,1221,6299,56346,17942,9695,11742,4336,5000,6014,2395,3657,2006,1797,1621,12461,7122,104812,60128,180916,4636,12478,5599,1834,7801,7809,273897,142492,292894,39992,9377,113497,6907,35540,12749,4918,3379,3208,2666,7451,67885,108817,14878,6959,6771,6383,40487,6904,21732,5311,5093,28072,2780,3165
028,NH24B,265,BXD73b,CD,F,15637,9087,12442,9543,12707,905,6347,806,11708,35614,25658,25226,10590,6533,1483,4905,5777,15742,2096,25233,40774,4882,3707,59513,111691,10752,149228,9614,9796,15763,20916,5388,6342218,2206,84699,13236,3701,4745,4442,178623,23382,28553,124511,1461,83890,31723,3971,3312,3839,5490,14342,13232,9440,469740,103883,91886,22174,4312,5171,7504,2830,21765,125315,2214,5899,5811,119525,18723,2575,2909,2007,4359,4490,11576,65446,31041,88757,4478,265421,18138,99868,3312,4779,2917,3466,1979,843445,8339,1449,196292,44598,9075,4101,7958,31619,26185,2005,36176,2379,8449,14062,3165,147541,2629,189673,4855,3021,29682,2044,13378,12073,5541,96305,36113,12809,2762,3061,95768,33908,2414,1727,2261,863,3239,145011,7694,67412,15507,2287,6255,1436,4096,5765,1353,2675,3574,234565,9087,209599,11369,526073,20405,187205,992804,18618,52715,8008,5609,58072,7263,1277,4816,53031,1912,4597,21993,77404,4681,108724,17614,1555115,10096,24451,4456,8805,3654,78617,12250,95695,18155,18381,72893,5439,4944,13493137,4378,588704,105191,41670,9036,3480,10691,14767,2021,18423,4672,2734,4530,7575,13218,1345,4543,4062,6380,69995,3950,4452,8949,75309,8841,6391,1325,14024,52538,3026,3525,5461,5245,19033,7290,9352,18534,12665,5091,7454,52597,8811,46675,7014,1769,4112,2979,1128992,15378,5526,22725,13404941,6394,2127,3290,5295,9172,838,7264,1396,29270,2608,69249,195748,23752,1583,3889,2620,8150,5930,3471,17977,14777,10536,10062,4595,1367,7241,1690,1287,6689,55101,16214,9337,11637,4801,4789,5219,2255,3965,1951,1486,1979,10719,7124,102623,60523,175548,4587,12052,5442,1819,8075,8704,255618,140358,290142,40315,9875,109071,6607,32403,13417,4622,2926,3530,2308,7204,67200,108072,13790,7219,6597,5699,40049,6656,22142,4800,4560,29510,2128,3246
029,NH24B,231,BXD102,CD,F,19333,32446,19265,13123,9020,2453,8669,589,9715,61821,31623,34096,18122,13327,4051,4832,8255,26977,1897,19471,60632,5094,3697,45189,168751,11478,194064,6920,17631,14177,16498,4455,9698021,2401,111701,21963,4520,5287,5346,126176,26374,54538,207460,1630,127569,45275,4282,3993,3293,6392,11117,16088,16475,551325,90275,126298,37864,4494,5932,8519,4199,20287,117003,2173,11695,6172,170134,23340,2568,3155,1807,3595,6795,12819,56481,48780,216478,4286,388465,14742,48875,3620,7605,1957,3344,2907,977623,7995,2076,229975,41214,8628,5211,9918,31507,104493,3241,48939,4455,6830,12741,2796,230141,2774,140169,4632,2955,28482,3857,14628,12795,5513,166495,71831,15752,7949,3348,129497,35100,4239,3128,2806,1042,2907,180962,8395,107825,20329,3112,5741,1660,4489,4192,2588,3265,5410,267470,11480,262205,25437,429991,23910,303503,1748109,33140,36523,13876,14973,59651,12536,1391,14224,115915,5764,5365,35421,103722,7700,201768,22464,635446,9233,35357,8078,14722,5694,142331,15011,216735,15853,61061,158494,15503,9027,9437075,12666,1204300,107823,9554,14202,8531,18480,4331,5226,36662,3825,7715,11427,20569,9893,2351,11258,9711,7988,67125,6142,3530,9705,26934,21022,11158,1719,5029,66332,4057,8107,13792,3769,28792,5745,6947,18341,8292,11071,8434,560391,6571,188821,8789,3725,3597,8483,583004,12242,6973,95888,7783839,6227,4830,4230,18166,4303,1244,7863,4328,36291,3498,60808,679843,68835,5560,3864,2398,6324,34869,3617,38218,39149,22928,13755,13500,7728,36665,6235,2999,52308,712640,102015,27179,93830,19808,23168,26559,9433,23878,7037,5886,7504,86787,25282,994350,583042,1454648,22273,91333,35906,4534,40992,63964,3196501,1390811,2758150,291766,48968,412131,26156,108379,48815,4797,14470,14722,5160,52330,638600,1099681,56789,18878,28875,25825,286595,22866,69664,17044,17550,147425,2472,4866
030,NH24B,231,BXD102,CD,F,18741,32755,20535,12520,9384,3437,9364,1077,9550,62626,32025,33111,16984,14619,4409,6037,6393,25907,1890,18317,54623,4445,3292,46876,170088,11457,194325,6659,17110,15197,17744,5940,9707898,2797,114380,24139,4431,6310,4579,132106,27576,56948,203365,1979,134464,43589,4636,4049,3197,6507,11164,15941,14915,571549,91088,125320,36319,4389,6560,9980,4186,20271,114629,1858,9856,6297,175358,22478,1940,3182,2315,3747,6364,13887,56088,49573,217658,4739,404620,15345,49819,3532,6438,2478,3152,2328,979865,8049,1806,234222,43147,8371,3811,9014,30682,106505,2871,47564,3476,6949,12416,3148,236127,2950,138516,5835,3723,27912,3912,15325,12265,5906,171506,72325,15959,8327,2959,127700,33717,3593,2737,2824,1160,3228,173840,8776,112589,22213,3205,7201,1747,4808,4412,2571,3685,5236,265037,11164,259740,24686,439041,25874,302531,1732992,33299,32498,13301,14451,61700,11444,1495,14404,114245,4495,5761,36498,100873,7922,197260,21041,639434,8759,35679,8189,15111,5915,130312,14630,213883,15555,56633,157058,15060,8090,9439710,13506,1194241,106825,9181,14480,7602,19509,5051,5369,38215,4493,6964,10561,19458,9078,2336,11029,9829,7794,68419,5677,2768,10485,27684,19306,10326,1895,5953,67512,5055,7547,12946,4058,29234,5566,6500,19230,9275,10956,8199,536005,5843,181098,9019,3819,3561,8968,575084,11539,6604,94928,7710951,5731,5259,3535,19367,4091,1534,6861,3988,35254,3894,57179,676232,72377,5296,4154,2593,6820,32950,2952,36236,37477,22938,14852,12005,7133,34708,5024,2196,48934,682449,98612,26700,90239,19604,20381,25063,8956,23830,5999,3041,7268,85651,23734,971894,565030,1372361,20921,90744,35415,4497,40004,61533,3117021,1377439,2701341,270893,47118,413178,25633,106483,48881,4604,15135,14686,4610,48577,630121,1088301,55584,17986,26844,24656,284907,22612,66691,18646,18646,145583,2542,3816
031,NH24B,Blank,NA,NA,NA,4617,1200,2246,3335,1466,387,1198,537,1197,2134,25136,4670,2358,1475,879,5488,2023,4308,894,5587,5445,5835,569,10473,16670,1815,53452,17547,5984,17837,4640,6633,491492,2030,17518,3355,5931,1134,1124,31796,9798,4170,20832,1563,10890,34309,4073,2915,4648,4051,20739,1843,1672,37971,123435,9425,13692,1036,1066,5612,4589,5523,7082,693,970,3365,17032,2332,1479,2212,1804,2457,1001,3454,9796,7503,8715,1464,29728,19563,15941,1119,1673,1473,929,357,49137,3739,868,23560,10529,3896,1202,4436,1210,4165,559,10203,655,1145,2749,2828,10019,675,35915,1279,352,7220,884,4289,1709,781,8191,2708,2570,1470,1237,60613,3384,871,797,925,904,2685,15393,3266,8202,3475,962,1214,574,3069,1744,499,556,1170,63537,1076,25619,3562,23120,3338,41969,186994,3200,2308,6959,1128,4469,713,513,607,10552,1106,1800,10865,16078,1632,31635,3540,36555,7196,3591,1041,1873,2419,6549,3354,15037,1627,11111,23639,1056,1227,577203,2358,65833,7812,953,1334,1285,5823,1023,1169,4561,1537,1298,988,1486,2128,425,847,1194,2034,5981,1387,1726,3072,7746,2523,2201,515,711,12332,2934,1028,1412,1187,3442,1151,2178,836,968,1068,1400,16669,1882,12874,1472,1811,1173,908,23968,1777,2271,6922,222501,492,450,1935,934,692,214,873,616,3128,928,4713,42652,5834,288,479,319,1331,883,350,2642,2165,1574,1893,783,384,1823,983,338,2004,19302,5632,1797,3701,1285,923,921,735,1141,687,421,312,2819,772,26664,16917,44446,932,4415,1892,574,1241,2282,83793,35626,74159,12921,3139,42591,1430,13178,2382,399,983,932,891,2515,19305,34438,3959,2713,2077,2066,15717,1496,2646,1574,1708,10134,3902,3066
032,NH24B,Blank,NA,NA,NA,3696,970,1816,2490,805,476,870,500,862,1968,21506,3286,2057,1004,831,5868,2034,3229,965,4412,3958,5475,580,8707,11238,1896,37075,18649,4314,16806,4374,6415,284214,1997,14778,2640,5727,923,784,22205,8369,3199,14276,990,6873,34735,3785,3120,5189,4481,20281,1503,1249,26918,127741,6840,12268,950,796,4245,4662,4268,4452,986,456,2930,17600,1972,1644,2502,1860,2996,695,3285,6807,5038,5257,1652,18789,18829,11371,1196,911,1884,718,589,26503,3899,667,19391,7997,3659,1082,3604,1154,2547,404,10442,361,624,1424,2142,7708,537,23544,1448,691,6907,703,3106,1462,674,5202,2065,2034,1031,644,50718,2433,824,1052,1003,972,2235,9383,2795,5750,3297,767,1241,565,2112,1414,476,263,748,40169,787,19653,2491,12583,1699,16852,81295,1846,1837,5796,1159,3000,552,540,413,5274,785,2166,11895,7057,1097,15865,2344,22544,7316,2108,496,1162,2494,3935,3111,10075,1379,7341,9955,905,869,341178,1898,41570,6843,955,1140,1111,5137,781,1093,3649,1414,947,655,986,1479,725,617,849,2111,4047,1455,1919,8477,4692,1991,1578,285,635,9161,2488,868,734,943,2520,611,2652,1009,548,751,1418,9774,1626,6331,985,1337,1090,712,10994,1163,2168,2771,117449,498,481,1787,496,505,255,537,363,2072,855,3152,26484,3772,199,611,280,1067,716,314,1828,1392,914,1596,700,260,1089,651,279,1177,11635,4717,912,1685,810,510,553,626,589,696,509,257,1808,303,16235,9802,24501,645,2930,885,367,1178,1230,47516,21277,43409,6998,2022,25264,1000,7949,1268,592,676,433,868,1178,12724,20275,2361,2071,1473,1533,9997,869,1623,1240,1164,6620,2946,2689
033,NH24A,Blank,NA,NA,NA,2366,657,1142,2377,742,212,704,462,829,1476,20823,3124,1912,497,633,5127,1414,2889,861,3867,2211,5109,433,7803,9478,1455,29406,9496,4546,17389,3260,5820,205767,1601,15347,2852,5508,832,371,21787,4700,3093,8579,1104,4962,30337,3340,2290,4666,4359,23002,1220,551,17508,119599,6089,12465,730,850,3942,4217,3300,3538,821,347,2667,7505,1702,1593,1853,1715,2422,1099,3009,6835,6092,3040,1017,13361,20899,9403,1131,959,1513,854,658,17485,3153,768,15910,7736,3135,1299,2599,616,1443,351,6894,628,578,1350,2649,5509,723,22687,1228,584,5332,770,2890,1580,1057,3943,1194,2103,1120,457,54961,1698,541,1137,791,738,2047,8090,2568,4344,2870,985,1289,440,2138,1171,226,392,839,55091,987,15486,1693,11387,1586,13071,80942,2370,1425,6603,726,1814,497,371,394,4013,727,2452,12923,6949,1145,17008,3410,16601,6327,1701,701,966,2563,4171,2511,7718,1325,4984,10699,487,779,262294,1396,26777,3876,788,1202,1089,5493,639,745,3224,1038,775,820,1194,1136,283,649,896,1572,3315,1128,1316,2156,5109,2063,1036,415,741,6947,2826,564,659,1435,2297,473,2406,756,494,599,882,7686,1252,8325,757,1386,1102,832,7534,1172,1394,3557,89489,367,311,1836,335,730,231,490,297,1720,659,1780,13692,1889,284,417,279,846,494,410,956,609,645,1230,619,426,875,917,236,904,5770,3625,1094,1178,477,605,682,354,530,609,225,359,1071,465,9362,5367,14773,505,1939,719,321,702,877,27800,11493,24506,4988,1151,14858,818,5405,971,331,394,448,700,660,7029,12021,1725,1869,961,1024,6110,710,1363,887,908,4377,2809,2250
034,NH24A,Blank,NA,NA,NA,2327,578,811,1550,859,217,923,339,687,776,20321,2518,2038,1126,747,6037,2078,2530,1160,3602,1809,4024,369,6280,7062,1451,18756,10025,3539,16902,3254,5763,133720,1598,14279,2065,6352,806,747,16568,5559,1952,7257,1490,4230,27295,3040,2667,4832,4378,21602,1153,609,13977,123358,4996,11412,742,692,3866,4248,3374,2424,790,291,2090,8744,1827,1126,1638,1483,2878,890,2573,5690,3988,2736,1242,9285,18719,9018,877,624,1462,823,511,11519,3152,786,13553,7764,4324,1269,2133,409,1164,556,8798,464,474,1580,2383,3954,494,20041,825,539,4572,727,2360,994,619,2610,1336,2077,985,527,48194,1623,772,828,868,874,2098,5866,2556,3793,2820,859,1159,479,2185,823,328,417,712,39500,715,11787,1723,6777,989,8381,47177,1334,1124,5680,1006,1075,678,251,313,3178,618,1949,11933,4756,1083,10435,2071,13070,7114,1153,693,885,2890,2721,2703,7417,1221,3636,7102,369,810,167291,1154,17972,3777,829,1029,1019,4450,920,789,3062,1038,905,809,846,846,284,586,521,1521,2651,865,1491,2245,5169,1815,1278,306,361,6143,3391,844,257,767,1387,597,2603,538,367,591,994,4725,982,4142,636,1642,685,774,5875,778,1890,1936,63805,382,258,2200,309,349,112,538,292,1075,542,1591,9935,1363,178,296,245,702,466,198,659,555,426,1659,328,353,616,543,267,473,4717,3314,881,1016,395,265,360,781,568,422,304,185,896,274,7397,4086,9274,273,2026,650,450,236,859,19272,8821,18023,2757,869,8763,549,4037,633,211,335,313,853,672,5593,8405,1122,1639,758,614,4869,397,875,555,641,2940,2662,2069
035,NH24A,Blank,NA,NA,NA,2067,463,684,1757,377,200,546,458,391,1110,19047,3024,2308,732,726,4732,1715,3208,1071,3571,1723,5295,443,6681,7054,1716,22801,7303,3498,19830,3708,5585,123504,1929,11935,2618,4802,735,491,17051,4000,2080,7036,1053,3763,24766,2880,1775,4121,4697,23400,887,743,11412,122859,5166,12339,780,430,3366,3514,6010,2155,554,326,2750,6099,1890,1465,2336,2162,2740,609,2934,5709,6151,2807,1034,9171,21226,8578,727,852,1657,765,431,10207,3494,848,14640,6992,3351,889,2766,373,960,589,7628,473,582,1336,2805,4109,828,21177,997,400,5041,756,2182,1173,829,2671,1043,2138,1535,353,49534,1359,661,697,1004,842,1939,5115,2419,3398,2428,895,1039,572,2480,1138,341,486,552,35794,698,12445,1728,7415,1428,8760,51909,1026,1464,5881,962,1354,343,533,481,2802,592,2218,13426,5404,1195,11266,1935,10142,6647,1684,650,1089,2048,2774,2610,7240,1296,3021,6995,457,758,155170,1339,15806,3432,899,1040,1219,4105,859,857,2493,888,725,676,943,719,377,681,518,1598,2397,1061,1643,2368,3618,1712,1177,337,490,5536,3405,490,588,983,1206,382,1959,510,339,646,910,4681,1173,5570,885,1957,944,742,5553,907,1329,1889,56188,424,306,2068,233,417,130,395,315,1180,724,1282,8195,1155,194,336,179,559,258,338,677,609,347,793,404,190,496,819,207,272,2431,2648,652,672,353,255,216,352,211,189,204,258,542,219,3882,2466,5594,201,693,305,231,312,475,10590,5215,10960,1978,550,6342,271,1945,617,180,414,343,778,467,2881,5495,657,1412,572,549,2300,452,479,477,556,1784,2549,2199
